match_id,season,date,home_team,away_team,result,home_odds,tie_odds,away_odds,avg_pts_home,avg_pts_away,avg_wins_home,avg_wins_away,avg_ties_home,avg_ties_away,avg_losses_home,avg_losses_away,avg_goals_for_home,avg_goals_for_away,avg_goals_ag_home,avg_goals_ag_away,avg_pts_home_at_home,avg_pts_away_at_away,avg_wins_home_at_home,avg_wins_away_at_away,avg_ties_home_at_home,avg_ties_away_at_away,avg_losses_home_at_home,avg_losses_away_at_away,avg_goals_for_home_at_home,avg_goals_for_away_at_away,avg_goals_ag_home_at_home,avg_goals_ag_away_at_away,mom_pts_home,mom_pts_away,mom_wins_home,mom_wins_away,mom_ties_home,mom_ties_away,mom_losses_home,mom_losses_away,mom_goals_for_home,mom_goals_for_away,mom_goals_ag_home,mom_goals_ag_away,mom_pts_home_at_home,mom_pts_away_at_away,mom_wins_home_at_home,mom_wins_away_at_away,mom_ties_home_at_home,mom_ties_away_at_away,mom_losses_home_at_home,mom_losses_away_at_away,mom_goals_for_home_at_home,mom_goals_for_away_at_away,mom_goals_ag_home_at_home,mom_goals_ag_away_at_away
839881,2010/2011,02/10/2010,Stoke City,Blackburn Rovers,1,2.242857143,3.192857143,3.164285714,1.166666667,1.333333333,0.333333333,0.333333333,0.166666667,0.333333333,0.5,0.333333333,1.166666667,1.166666667,1.5,1.166666667,1.333333333,1.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,1.333333333,1.333333333,1.333333333,1.333333333,7,5,2,1,1,2,2,2,6,6,7,7,4,4,1,1,1,1,0,0,3,3,2,2
839875,2010/2011,02/10/2010,Sunderland,Manchester United,X,4.764285714,3.485714286,1.728571429,1.166666667,2,0.166666667,0.5,0.666666667,0.5,0.166666667,0,1.166666667,2.666666667,1.166666667,1.5,1.666666667,1,0.333333333,0,0.666666667,1,0,0,1.333333333,2.333333333,1,2.333333333,6,9,1,2,3,3,1,0,5,13,5,9,4,2,1,0,1,2,0,0,2,5,1,5
839876,2010/2011,02/10/2010,Tottenham Hotspur,Aston Villa,1,1.93,3.371428571,3.814285714,1.333333333,1.666666667,0.333333333,0.5,0.333333333,0.166666667,0.333333333,0.333333333,1,1.333333333,0.833333333,1.666666667,1.333333333,1,0.333333333,0.333333333,0.333333333,0,0.333333333,0.666666667,1,1,0.666666667,3,7,7,2,2,1,1,2,2,6,5,5,10,3,3,1,1,0,0,1,1,3,3,2,3
839880,2010/2011,02/10/2010,West Bromwich Albion,Bolton Wanderers,X,2.15,3.235714286,3.321428571,1.666666667,1.166666667,0.5,0.166666667,0.166666667,0.666666667,0.333333333,0.166666667,1.333333333,1.5,1.833333333,1.666666667,2.333333333,1.333333333,0.666666667,0.333333333,0.333333333,0.333333333,0,0.333333333,1.666666667,1.666666667,0.666666667,2,10,6,3,1,1,3,1,1,8,9,5,10,4,1,1,0,1,1,0,1,4,2,2,5
839877,2010/2011,02/10/2010,West Ham United,Fulham,X,2.275714286,3.221428571,3.057142857,0.666666667,1.333333333,0.166666667,0.166666667,0.166666667,0.833333333,0.666666667,0,0.666666667,1.166666667,2.166666667,1,1,1,0.333333333,0,0,1,0.666666667,0,1,1,2,1,4,7,1,1,1,4,3,0,4,7,10,6,3,2,1,0,0,2,1,0,2,3,3,3
839882,2010/2011,02/10/2010,Wigan Athletic,Wolverhampton Wanderers,1,2.207142857,3.214285714,3.207142857,0.833333333,0.833333333,0.166666667,0.166666667,0.333333333,0.333333333,0.5,0.5,0.333333333,1.166666667,2.166666667,1.666666667,0.25,0.333333333,0,0,0.25,0.333333333,0.75,0.666666667,0.25,1,3.25,2,5,2,1,0,2,2,2,3,2,5,9,9,1,0,0,0,1,0,1,2,1,2,3,5
839883,2010/2011,03/10/2010,Chelsea,Arsenal,1,1.72,3.557142857,4.65,2.5,1.833333333,0.833333333,0.5,0,0.333333333,0.166666667,0.166666667,3.5,2.666666667,0.333333333,1.166666667,3,1.666666667,1,0.333333333,0,0.666666667,0,0,4,1.333333333,0,1,12,10,4,3,0,1,1,1,15,15,2,6,6,4,2,1,0,1,0,0,6,3,0,2
839874,2010/2011,03/10/2010,Liverpool,Blackpool,2,1.297142857,4.928571429,9.964285714,1,1.166666667,0.166666667,0.333333333,0.5,0.166666667,0.333333333,0.5,1,1.5,1.5,2.333333333,1.666666667,1.5,0.333333333,0.5,0.666666667,0,0,0.5,1.333333333,1.5,1,2.5,5,4,1,1,2,1,2,3,5,5,8,14,4,3,1,1,1,0,0,1,3,2,2,4
839878,2010/2011,03/10/2010,Manchester City,Newcastle United,1,1.417142857,4.185714286,7.678571429,1.833333333,1.166666667,0.5,0.333333333,0.333333333,0.166666667,0.166666667,0.5,1.166666667,1.5,0.333333333,1.333333333,2.333333333,1.333333333,0.666666667,0.333333333,0.333333333,0.333333333,0,0.333333333,1.666666667,0.666666667,0.333333333,1.333333333,10,7,3,2,1,1,1,2,7,9,2,5,4,4,1,1,1,1,0,0,2,2,1,1
839885,2010/2011,16/10/2010,Arsenal,Birmingham City,1,1.304285714,4.907142857,9.65,1.571428571,1,0.428571429,0.142857143,0.285714286,0.571428571,0.285714286,0.285714286,2.285714286,1,1.285714286,1.428571429,2,0.666666667,0.666666667,0,0,0.666666667,0.333333333,0.333333333,4,1.666666667,1.333333333,2.333333333,7,3,2,0,1,3,2,2,9,3,8,7,3,1,1,0,0,1,1,1,6,3,4,5
839886,2010/2011,16/10/2010,Aston Villa,Chelsea,X,4.9,3.571428571,1.705714286,1.428571429,2.571428571,0.428571429,0.857142857,0.142857143,0,0.428571429,0.142857143,1.285714286,3.285714286,1.714285714,0.285714286,2.333333333,2,0.666666667,0.666666667,0.333333333,0,0,0.333333333,1.666666667,3,0.333333333,0.666666667,7,12,2,4,1,0,2,1,6,11,6,2,4,3,1,1,1,0,0,1,2,3,1,2
839892,2010/2011,16/10/2010,Bolton Wanderers,Stoke City,1,2.178571429,3.192857143,3.278571429,1.142857143,1.428571429,0.142857143,0.428571429,0.714285714,0.142857143,0.142857143,0.428571429,1.428571429,1.142857143,1.571428571,1.285714286,1,1,0,0.333333333,1,0,0,0.666666667,1.333333333,1,1.333333333,1.666666667,4,10,0,3,4,1,1,1,7,6,10,5,2,3,0,1,2,0,0,1,4,2,4,3
839891,2010/2011,16/10/2010,Fulham,Tottenham Hotspur,2,2.841428571,3.221428571,2.442857143,1.285714286,1.571428571,0.142857143,0.428571429,0.857142857,0.285714286,0,0.285714286,1.142857143,1.142857143,1,0.857142857,1.666666667,1.333333333,0.333333333,0.333333333,0.666666667,0.333333333,0,0.333333333,1.333333333,1,1,1,7,7,1,2,4,1,0,2,6,6,5,5,4,1,1,0,1,1,0,1,2,1,1,2
839884,2010/2011,16/10/2010,Manchester United,West Bromwich Albion,X,1.247142857,5.385714286,11.14285714,1.857142857,1.571428571,0.428571429,0.428571429,0.571428571,0.285714286,0,0.285714286,2.285714286,1.285714286,1.285714286,1.714285714,3,1,1,0.333333333,0,0,0,0.666666667,3,1,0.666666667,3,9,8,2,2,3,2,0,1,11,8,7,6,6,3,2,1,0,0,0,1,6,3,2,3
839888,2010/2011,16/10/2010,Newcastle United,Wigan Athletic,X,1.801428571,3.428571429,4.361428571,1,1.142857143,0.285714286,0.285714286,0.142857143,0.285714286,0.571428571,0.428571429,1.428571429,0.571428571,1.428571429,1.857142857,1,2,0.333333333,0.5,0,0.5,0.666666667,0,2.333333333,0.5,1.333333333,0,4,8,1,2,1,2,3,1,4,4,7,3,0,4,0,1,0,1,2,0,1,1,4,0
839889,2010/2011,16/10/2010,Wolverhampton Wanderers,West Ham United,X,2.228571429,3.221428571,3.164285714,0.714285714,0.714285714,0.142857143,0.142857143,0.285714286,0.285714286,0.571428571,0.571428571,1,0.714285714,1.714285714,2,1.333333333,0.333333333,0.333333333,0,0.333333333,0.333333333,0.333333333,0.666666667,1.333333333,0.333333333,1.333333333,2.333333333,1,5,0,1,1,2,4,2,4,4,10,8,1,1,0,0,1,1,1,1,2,1,3,4
839893,2010/2011,17/10/2010,Blackpool,Manchester City,2,5.442857143,3.685714286,1.608571429,1.428571429,2,0.428571429,0.571428571,0.142857143,0.285714286,0.428571429,0.142857143,1.571428571,1.285714286,2.142857143,0.428571429,0.5,1.333333333,0,0.333333333,0.5,0.333333333,0.5,0.333333333,1.5,0.666666667,2,0.333333333,7,10,2,3,1,1,2,1,7,6,9,3,1,3,0,1,1,0,1,1,3,2,4,1
839887,2010/2011,17/10/2010,Everton,Liverpool,1,2.397142857,3.228571429,2.904285714,0.857142857,0.857142857,0.142857143,0.142857143,0.428571429,0.428571429,0.428571429,0.428571429,0.857142857,1,1,1.571428571,0.666666667,0.333333333,0,0,0.666666667,0.333333333,0.333333333,0.666666667,1.333333333,0.666666667,1.666666667,2,5,5,1,1,2,2,2,2,5,6,5,7,1,1,0,0,1,1,1,1,3,2,4,3
839890,2010/2011,18/10/2010,Blackburn Rovers,Sunderland,X,2.092857143,3.25,3.414285714,1.142857143,1.142857143,0.285714286,0.142857143,0.285714286,0.714285714,0.428571429,0.142857143,1,1,1.142857143,1,1.333333333,0.666666667,0.333333333,0,0.333333333,0.666666667,0.333333333,0.333333333,1,1,1,1.333333333,5,7,1,1,2,4,2,0,5,5,6,4,1,2,0,0,1,2,1,0,2,3,3,3
839899,2010/2011,23/10/2010,Birmingham City,Blackpool,1,1.875714286,3.407142857,4.022857143,0.875,1.25,0.125,0.375,0.5,0.125,0.375,0.5,1,1.625,1.5,2.25,1.25,1.8,0.25,0.6,0.5,0,0.25,0.4,0.5,1.6,0.75,2.2,2,6,0,2,2,0,3,3,2,7,7,10,1,3,0,1,1,0,1,1,0,2,2,5
839903,2010/2011,23/10/2010,Chelsea,Wolverhampton Wanderers,1,1.122857143,7.571428571,17.78571429,2.375,0.75,0.75,0.125,0.125,0.375,0.125,0.5,2.875,1,0.25,1.625,3,0.25,1,0,0,0.25,0,0.75,3.5,0.75,0,2,10,1,3,0,1,1,1,4,9,4,2,10,6,0,2,0,0,0,0,2,6,1,0,5
839895,2010/2011,23/10/2010,Sunderland,Aston Villa,1,2.385714286,3.207142857,2.892857143,1.125,1.375,0.125,0.375,0.75,0.25,0.125,0.375,0.875,1.125,0.875,1.5,1.5,0.75,0.25,0.25,0.75,0,0,0.75,1,1,0.75,2.75,5,5,0,1,5,2,0,2,4,5,4,6,2,3,0,1,2,0,0,1,1,3,1,3
839896,2010/2011,23/10/2010,Tottenham Hotspur,Everton,X,2.007142857,3.271428571,3.678571429,1.75,1.125,0.5,0.25,0.25,0.375,0.25,0.375,1.25,1,0.875,0.875,1.75,1,0.5,0.25,0.25,0.25,0.25,0.5,1.25,0.5,0.75,0.5,10,8,3,2,1,2,1,1,8,7,5,4,6,4,2,1,0,1,0,0,5,2,2,0
839900,2010/2011,23/10/2010,West Bromwich Albion,Fulham,1,2.142857143,3.221428571,3.342857143,1.5,1.125,0.375,0.125,0.375,0.75,0.25,0.125,1.375,1.125,1.75,1.125,2,1,0.5,0,0.5,1,0,0,1.5,1,0.75,1,9,6,2,1,3,3,0,1,10,5,7,5,4,2,1,0,1,2,0,0,4,2,2,2
839897,2010/2011,23/10/2010,West Ham United,Newcastle United,2,2.311428571,3.242857143,2.985714286,0.75,1,0.125,0.25,0.375,0.25,0.5,0.5,0.75,1.5,1.875,1.5,1,1,0.25,0.25,0.25,0.25,0.5,0.5,1,0.75,1.75,1.5,6,4,1,1,3,1,1,3,5,5,6,8,4,3,1,1,1,0,0,1,2,2,1,2
839902,2010/2011,23/10/2010,Wigan Athletic,Bolton Wanderers,X,2.397142857,3.171428571,2.9,1.125,1.375,0.25,0.25,0.375,0.625,0.375,0.125,0.75,1.5,1.875,1.5,0.8,1.25,0.2,0.25,0.2,0.5,0.6,0.25,0.6,1.5,2.6,1.75,6,6,1,1,3,3,1,1,5,7,5,9,3,2,1,0,0,2,1,0,2,2,2,2
839894,2010/2011,24/10/2010,Liverpool,Blackburn Rovers,1,1.654285714,3.578571429,5.121428571,0.75,1.125,0.125,0.25,0.375,0.375,0.5,0.375,0.875,0.875,1.625,1,1.25,1,0.25,0.25,0.5,0.25,0.25,0.5,1.25,1,1.25,1.25,2,6,0,1,2,3,3,1,5,4,9,4,1,3,0,1,1,0,1,1,3,2,4,2
839898,2010/2011,24/10/2010,Manchester City,Arsenal,2,2.361428571,3.178571429,2.964285714,2.125,1.75,0.625,0.5,0.25,0.25,0.125,0.25,1.5,2.25,0.625,1.25,2.5,1.25,0.75,0.25,0.25,0.5,0,0.25,1.75,1,0.5,1.25,13,7,4,2,1,1,0,2,9,9,4,8,6,1,2,0,0,1,0,1,3,1,1,3
839901,2010/2011,24/10/2010,Stoke City,Manchester United,2,5.021428571,3.614285714,1.667142857,1.25,1.75,0.375,0.375,0.125,0.625,0.5,0,1.125,2.25,1.375,1.375,1.75,1,0.5,0,0.25,1,0.25,0,1.25,1.75,1,1.75,10,7,3,1,1,4,1,0,7,10,5,9,4,2,1,0,1,2,0,0,2,2,1,2
839905,2010/2011,30/10/2010,Arsenal,West Ham United,1,1.171428571,6.642857143,14.14285714,1.888888889,0.666666667,0.555555556,0.111111111,0.222222222,0.333333333,0.222222222,0.555555556,2.333333333,0.777777778,1.111111111,1.888888889,2.25,0.5,0.75,0,0,0.5,0.25,0.5,3.5,0.5,1.25,2,7,6,2,1,1,3,2,1,8,5,7,5,3,2,1,0,0,2,1,0,4,2,4,2
839910,2010/2011,30/10/2010,Blackburn Rovers,Chelsea,2,7.214285714,4.111428571,1.442857143,1,2.444444444,0.222222222,0.777777778,0.333333333,0.111111111,0.444444444,0.111111111,0.888888889,2.777777778,1.111111111,0.222222222,1.25,1.75,0.25,0.5,0.5,0.25,0.25,0.25,0.75,2.25,0.75,0.5,5,10,1,3,2,1,2,1,4,8,5,1,2,1,0,0,2,1,0,1,1,0,1,1
839907,2010/2011,30/10/2010,Everton,Stoke City,1,1.558571429,3.628571429,6.214285714,1.111111111,1.111111111,0.222222222,0.333333333,0.444444444,0.111111111,0.333333333,0.555555556,1,1.111111111,0.888888889,1.444444444,1.25,0.75,0.25,0.25,0.5,0,0.25,0.75,1.5,1,1.25,1.75,8,7,2,2,2,1,1,2,5,6,2,6,3,3,1,1,0,0,1,1,2,3,1,3
839911,2010/2011,30/10/2010,Fulham,Wigan Athletic,1,1.864285714,3.364285714,4.104285714,1,1.111111111,0.111111111,0.222222222,0.666666667,0.444444444,0.222222222,0.333333333,1.111111111,0.777777778,1.222222222,1.777777778,1.25,1.666666667,0.25,0.333333333,0.5,0.666666667,0.25,0,1.25,1,1.25,0.666666667,3,6,0,1,3,3,2,1,4,5,6,5,1,2,0,0,1,2,1,0,1,2,2,2
839904,2010/2011,30/10/2010,Manchester United,Tottenham Hotspur,1,1.594285714,3.778571429,5.535714286,1.888888889,1.666666667,0.444444444,0.444444444,0.555555556,0.333333333,0,0.222222222,2.222222222,1.222222222,1.333333333,0.888888889,2.5,1.75,0.75,0.5,0.25,0.25,0,0.25,2.75,1.25,1,1,9,10,2,3,3,1,0,1,9,8,7,5,4,3,1,1,1,0,0,1,5,2,4,2
839909,2010/2011,30/10/2010,Wolverhampton Wanderers,Manchester City,1,5.142857143,3.478571429,1.682857143,0.666666667,1.888888889,0.111111111,0.555555556,0.333333333,0.222222222,0.555555556,0.222222222,0.888888889,1.333333333,1.666666667,0.888888889,1.25,1.75,0.25,0.5,0.5,0.25,0.25,0.25,1.25,1.25,1.25,0.75,1,12,0,4,1,0,4,1,3,8,10,6,1,6,0,2,1,0,1,0,2,5,3,2
839906,2010/2011,31/10/2010,Aston Villa,Birmingham City,X,1.808571429,3.407142857,4.418571429,1.222222222,1.111111111,0.333333333,0.222222222,0.222222222,0.444444444,0.444444444,0.333333333,1,1.111111111,1.444444444,1.333333333,2,0.5,0.5,0,0.5,0.5,0,0.5,1.25,1.5,0.25,2.25,5,4,1,1,2,1,2,3,4,4,5,7,2,0,0,0,2,0,0,2,1,2,1,5
839912,2010/2011,31/10/2010,Bolton Wanderers,Liverpool,2,3.128571429,3.25,2.228571429,1.333333333,1,0.222222222,0.222222222,0.666666667,0.333333333,0.111111111,0.444444444,1.444444444,1,1.444444444,1.555555556,1.5,0.25,0.25,0,0.75,0.25,0,0.75,1.5,0.5,1.25,2,7,4,1,1,4,1,0,3,7,7,6,10,4,0,1,0,1,0,0,2,4,2,3,5
839908,2010/2011,31/10/2010,Newcastle United,Sunderland,1,2.164285714,3.242857143,3.328571429,1.222222222,1.333333333,0.333333333,0.222222222,0.222222222,0.666666667,0.444444444,0.111111111,1.555555556,0.888888889,1.444444444,0.777777778,1,0.75,0.25,0,0.25,0.75,0.5,0.25,2.25,0.75,1.5,1,7,7,2,1,1,4,2,0,7,4,7,3,1,2,0,0,1,2,1,0,3,2,4,2
839913,2010/2011,01/11/2010,Blackpool,West Bromwich Albion,1,2.692857143,3.242857143,2.521428571,1.111111111,1.666666667,0.333333333,0.444444444,0.111111111,0.333333333,0.555555556,0.222222222,1.444444444,1.444444444,2.222222222,1.666666667,0.333333333,1,0,0.25,0.333333333,0.25,0.666666667,0.5,1.666666667,1.25,2.333333333,2.75,3,11,1,3,0,2,4,0,5,11,12,7,0,4,0,1,0,1,2,0,3,5,5,4
839920,2010/2011,06/11/2010,Birmingham City,West Ham United,X,1.932857143,3.3,3.878571429,1.1,0.6,0.2,0.1,0.5,0.3,0.3,0.6,1,0.7,1.2,1.8,1.6,0.4,0.4,0,0.4,0.4,0.2,0.6,0.8,0.4,0.6,1.8,5,5,1,1,2,2,2,2,3,4,4,5,3,1,1,0,0,1,1,1,2,1,2,2
839918,2010/2011,06/11/2010,Blackburn Rovers,Wigan Athletic,1,1.801428571,3.442857143,4.335714286,0.9,1,0.2,0.2,0.3,0.4,0.5,0.4,0.9,0.7,1.2,1.8,1,1.25,0.2,0.25,0.4,0.5,0.4,0.25,0.8,0.75,1,1,4,6,1,1,1,3,3,1,4,5,6,5,1,1,0,0,1,1,1,1,1,2,2,4
839923,2010/2011,06/11/2010,Blackpool,Everton,X,4.35,3.485714286,1.79,1.3,1.3,0.4,0.3,0.1,0.4,0.5,0.3,1.5,1,2.1,0.8,1,1,0.25,0.2,0.25,0.4,0.5,0.4,1.75,0.6,2,0.6,6,11,2,3,0,2,3,0,7,6,9,1,3,4,1,1,0,1,1,0,4,3,4,1
839921,2010/2011,06/11/2010,Bolton Wanderers,Tottenham Hotspur,1,2.914285714,3.207142857,2.368571429,1.2,1.5,0.2,0.4,0.6,0.3,0.2,0.3,1.3,1.1,1.4,1,1.2,1.4,0.2,0.4,0.6,0.2,0.2,0.4,1.2,1,1.2,1.2,6,7,1,2,3,1,1,2,6,5,6,6,3,3,1,1,0,0,1,1,2,2,2,3
839919,2010/2011,06/11/2010,Fulham,Aston Villa,X,2.221428571,3.192857143,3.197142857,1.2,1.2,0.2,0.3,0.6,0.3,0.2,0.4,1.2,0.9,1.1,1.3,1.6,0.6,0.4,0.2,0.4,0,0.2,0.8,1.4,0.8,1,2.4,5,5,1,1,2,2,2,2,5,3,5,4,3,0,1,0,0,0,1,2,3,1,2,3
839914,2010/2011,06/11/2010,Manchester United,Wolverhampton Wanderers,1,1.212857143,5.75,13.07142857,2,0.9,0.5,0.2,0.5,0.3,0,0.5,2.2,1,1.2,1.6,2.6,0.2,0.8,0,0.2,0.2,0,0.8,2.6,0.6,0.8,2,9,4,2,1,3,1,0,3,8,4,5,8,4,0,1,0,1,0,0,2,4,0,2,4
839917,2010/2011,06/11/2010,Sunderland,Stoke City,1,2.057142857,3.207142857,3.571428571,1.2,1,0.2,0.3,0.6,0.1,0.2,0.6,0.9,1,1.2,1.4,1.8,0.6,0.4,0.2,0.6,0,0,0.8,1,0.8,0.6,1.6,6,6,1,2,3,0,1,3,4,5,7,6,4,0,1,0,1,0,0,2,1,1,0,3
839915,2010/2011,07/11/2010,Arsenal,Newcastle United,2,1.25,5.464285714,10.92857143,2,1.4,0.6,0.4,0.2,0.2,0.2,0.4,2.2,1.9,1,1.4,2.4,1.4,0.8,0.4,0,0.2,0.2,0.4,3,1,1,1.4,9,7,3,2,0,1,2,2,8,11,6,8,6,3,2,1,0,0,0,1,3,3,1,3
839916,2010/2011,07/11/2010,Liverpool,Chelsea,1,3.642857143,3.257142857,2.021428571,1.2,2.5,0.3,0.8,0.3,0.1,0.4,0.1,1,2.7,1.4,0.3,1.6,2,0.4,0.6,0.4,0.2,0.2,0.2,1.4,2.2,1.2,0.6,7,10,2,3,1,1,2,1,6,6,7,2,3,4,1,1,0,1,1,0,3,2,3,1
839922,2010/2011,07/11/2010,West Bromwich Albion,Manchester City,2,3.514285714,3.25,2.064285714,1.5,1.7,0.4,0.5,0.3,0.2,0.3,0.3,1.4,1.3,1.7,1,2.2,1.4,0.6,0.4,0.4,0.2,0,0.4,1.6,1.2,0.8,1,8,9,2,3,2,0,1,2,9,7,8,8,4,3,1,1,1,0,0,1,3,4,2,4
839927,2010/2011,09/11/2010,Stoke City,Birmingham City,1,2.071428571,3.221428571,3.542857143,0.909090909,1.090909091,0.272727273,0.181818182,0.090909091,0.545454545,0.636363636,0.272727273,0.909090909,1.090909091,1.454545455,1.272727273,1.4,0.6,0.4,0,0.2,0.6,0.4,0.4,1.2,1.2,1.2,1.8,3,5,1,1,0,2,4,2,3,5,7,6,3,1,1,0,0,1,1,1,2,1,2,2
839924,2010/2011,09/11/2010,Tottenham Hotspur,Sunderland,X,1.534285714,3.821428571,6.057142857,1.363636364,1.363636364,0.363636364,0.272727273,0.272727273,0.545454545,0.363636364,0.181818182,1.181818182,1,1.272727273,1.090909091,1.6,0.6,0.4,0,0.4,0.6,0.2,0.4,1.2,0.8,0.8,1.8,7,8,2,2,1,2,2,1,7,4,9,5,4,1,1,0,1,1,0,1,3,1,2,5
839929,2010/2011,10/11/2010,Aston Villa,Blackpool,1,1.6,3.635714286,5.607142857,1.181818182,1.272727273,0.272727273,0.363636364,0.363636364,0.181818182,0.363636364,0.454545455,0.909090909,1.545454545,1.272727273,2.090909091,1.8,1.5,0.4,0.5,0.6,0,0,0.5,1,1.333333333,0.2,2.166666667,3,7,0,2,3,1,2,2,2,8,4,9,2,3,0,1,2,0,0,1,0,2,0,3
839933,2010/2011,10/11/2010,Chelsea,Fulham,1,1.195714286,6.014285714,13.57142857,2.272727273,1.181818182,0.727272727,0.181818182,0.090909091,0.636363636,0.181818182,0.181818182,2.454545455,1.181818182,0.454545455,1.090909091,3,0.8,1,0,0,0.8,0,0.2,3.2,1,0,1.2,10,5,3,1,1,2,1,2,6,6,3,6,6,1,2,0,0,1,0,1,4,2,0,3
839930,2010/2011,10/11/2010,Everton,Bolton Wanderers,X,1.622857143,3.6,5.442857143,1.272727273,1.363636364,0.272727273,0.272727273,0.454545455,0.545454545,0.272727273,0.181818182,1.090909091,1.545454545,0.909090909,1.454545455,1.6,1.2,0.4,0.2,0.4,0.6,0.2,0.2,1.4,1.4,1,1.6,11,8,3,2,2,2,0,1,8,8,3,6,6,2,2,0,0,2,0,0,3,2,0,2
839932,2010/2011,10/11/2010,Manchester City,Manchester United,X,2.607142857,3.228571429,2.617142857,1.818181818,2.090909091,0.545454545,0.545454545,0.181818182,0.454545455,0.272727273,0,1.363636364,2.181818182,0.909090909,1.181818182,2,1.4,0.6,0.2,0.2,0.8,0.2,0,1.4,1.8,1,1.6,9,11,3,3,0,2,2,0,8,8,8,4,3,4,1,1,0,1,1,0,2,2,4,1
839931,2010/2011,10/11/2010,Newcastle United,Blackburn Rovers,2,1.924285714,3.321428571,3.9,1.545454545,1.090909091,0.454545455,0.272727273,0.181818182,0.272727273,0.363636364,0.454545455,1.818181818,1,1.272727273,1.181818182,1.4,0.8,0.4,0.2,0.2,0.2,0.4,0.6,2.8,1,1.4,1.4,10,4,3,1,1,1,1,3,11,4,6,6,4,0,1,0,1,0,0,2,7,1,3,3
839925,2010/2011,10/11/2010,West Ham United,West Bromwich Albion,X,2.294285714,3.242857143,3.007142857,0.636363636,1.363636364,0.090909091,0.363636364,0.363636364,0.272727273,0.545454545,0.363636364,0.818181818,1.272727273,1.818181818,1.727272727,0.8,0.8,0.2,0.2,0.2,0.2,0.6,0.6,1,1.2,1.8,2.6,3,5,0,1,3,2,2,2,5,6,7,8,1,1,0,0,1,1,1,1,2,3,3,4
839928,2010/2011,10/11/2010,Wigan Athletic,Liverpool,X,4.507142857,3.564285714,1.737142857,0.909090909,1.363636364,0.181818182,0.363636364,0.363636364,0.272727273,0.454545455,0.363636364,0.727272727,1.090909091,1.818181818,1.272727273,0.833333333,0.8,0.166666667,0.2,0.333333333,0.2,0.5,0.6,0.666666667,0.6,2.333333333,1.6,5,9,1,3,2,0,2,2,6,6,7,5,4,3,1,1,1,0,0,1,3,1,1,2
839926,2010/2011,10/11/2010,Wolverhampton Wanderers,Arsenal,2,5.442857143,3.614285714,1.614285714,0.818181818,1.818181818,0.181818182,0.545454545,0.272727273,0.181818182,0.545454545,0.272727273,1,2,1.636363636,1,1.6,1.6,0.4,0.4,0.4,0.4,0.2,0.2,1.4,1.4,1.2,1,4,9,1,3,1,0,3,2,4,6,8,4,4,3,1,1,1,0,0,1,3,3,2,2
839936,2010/2011,13/11/2010,Aston Villa,Manchester United,X,4.271428571,3.421428571,1.818571429,1.333333333,2,0.333333333,0.5,0.333333333,0.5,0.333333333,0,1.083333333,2,1.333333333,1.083333333,2,1.333333333,0.5,0.166666667,0.5,0.833333333,0,0,1.333333333,1.5,0.5,1.333333333,6,11,1,3,3,2,1,0,4,8,4,4,4,4,1,1,1,1,0,0,3,2,2,1
839939,2010/2011,13/11/2010,Manchester City,Birmingham City,X,1.395714286,4.34,7.714285714,1.75,1,0.5,0.166666667,0.25,0.5,0.25,0.333333333,1.25,1.166666667,0.833333333,1.416666667,1.833333333,0.5,0.5,0,0.333333333,0.5,0.166666667,0.5,1.166666667,1.333333333,0.833333333,2,7,5,2,1,1,2,2,2,6,7,7,7,1,1,0,0,1,1,1,1,0,2,3,3
839938,2010/2011,13/11/2010,Newcastle United,Fulham,X,1.904285714,3.321428571,3.978571429,1.416666667,1.083333333,0.416666667,0.166666667,0.166666667,0.583333333,0.416666667,0.25,1.75,1.083333333,1.333333333,1.083333333,1.166666667,0.666666667,0.333333333,0,0.166666667,0.666666667,0.5,0.333333333,2.5,0.833333333,1.5,1.166666667,10,4,3,1,1,1,1,3,11,5,6,6,3,0,1,0,0,0,1,2,6,1,3,3
839941,2010/2011,13/11/2010,Stoke City,Liverpool,1,3.75,3.271428571,1.992857143,1.083333333,1.333333333,0.333333333,0.333333333,0.083333333,0.333333333,0.583333333,0.333333333,1.083333333,1.083333333,1.5,1.25,1.666666667,0.833333333,0.5,0.166666667,0.166666667,0.333333333,0.333333333,0.5,1.5,0.666666667,1.333333333,1.5,3,10,1,3,0,1,4,1,5,6,9,4,3,4,1,1,0,1,1,0,4,2,4,1
839934,2010/2011,13/11/2010,Tottenham Hotspur,Blackburn Rovers,1,1.587142857,3.664285714,5.735714286,1.333333333,1.25,0.333333333,0.333333333,0.333333333,0.25,0.333333333,0.416666667,1.166666667,1.083333333,1.25,1.166666667,1.5,1.166666667,0.333333333,0.333333333,0.5,0.166666667,0.166666667,0.5,1.166666667,1.166666667,0.833333333,1.333333333,5,7,1,2,2,1,2,2,6,6,9,6,2,3,0,1,2,0,0,1,2,3,2,3
839935,2010/2011,13/11/2010,West Ham United,Blackpool,X,1.882857143,3.471428571,3.9,0.666666667,1.166666667,0.083333333,0.333333333,0.416666667,0.166666667,0.5,0.5,0.916666667,1.583333333,1.833333333,2.166666667,0.833333333,1.285714286,0.166666667,0.428571429,0.333333333,0,0.5,0.571428571,1.166666667,1.428571429,1.833333333,2.285714286,3,4,0,1,3,1,2,3,6,8,8,11,1,0,0,0,1,0,1,2,3,2,4,5
